MARCHE,CLT AGE,PROFESSION,CLT PUB/PRIV,NATIONALITE,RES,CLT CATEGORIE,PTF,TYPE PTF,SEGMENT,SOUS_SEG,CLT REV MENS NET,MMM,VOLUME DES REVENUS,CREDIT CONSO,CREDIT IMMO,ENC DEBIT,PD,TOT DES CREDITS,CLASSE DE RISQUE,PRIME_ASSURANCE
TRE,45,Cadres sup√©rieurs dans l'industrie,PRIVE,TUNISIA,BENIN,7150,4584,PRINCIPAL,TRE,2 TRE - CM,2500,2868.956,753.050228,0,74561.107,-184.338,0.03,74376.769,0,1004.086382
PART,43,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,TUNISIA,7000,5595,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1230,1920.378,2478.003,0,31979.673,0,0.03,31979.673,0,431.7255855
PART,47,Directeurs d'entreprises,PRIVE,TUNISIA,TUNISIA,7000,2820,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,6060,11884.119,0,21954.025,93615.166,-6645.89,0.03,108923.301,0,1470.464564
PART,50,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,7000,4035,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,6000,5794.237,39447.381,24706.956,103588.854,-4161.304,0.03,124134.506,0,1675.815831
PART,56,Ouvriers dans autres secteurs,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,2885.54,1174.281,267.404,0,44666.955,24662.2,0.4372,44493.683,1,0
PART,73,Directeurs d'entreprises,PRIVE,TUNISIA,TUNISIA,7000,2820,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,2704.4,18652.761,129527.391,96467.298,237334.16,38453.68,0.7351,333801.458,1,0
PART,39,Agents de la force publique,PUBLIC,TUNISIA,TUNISIA,7000,6149,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,1892.05,1987.47,47.313,0,48105.134,36365.81,0.95,48083.04,1,0
PART,47,Employ√É¬©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,4045,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,2888.36,578.986,16.668,1056.648,40130.123,74.13,0.0199,35540.473,0,479.7963855
PART,37,Employ√É¬©s de bureau,PRIVE,TUNISIA,TUNISIA,7000,,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,4781.48,2128.846,3.955,0,258.534,3908.32,0.0662,258.534,1,0
PART,44,M√©decins de la fonction publique et assimil√©s,PUBLIC,TUNISIA,TUNISIA,7000,4213,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,3350,2641.893,24025.117,0,18987.039,0,0.03,18987.039,0,256.3250265
PART,60,Retrait√©s,PUBLIC,TUNISIA,TUNISIA,7000,3202,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,1442,9519.841,5299.04,0,95734.243,0,0.03,95734.243,0,1292.412281
PART,49,Dirigeants et g√©rants dans l'industrie,PRIVE,TUNISIA,TUNISIA,7000,2820,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,3000,38674.387,110565.754,36727.355,74460.521,0,0.03,111187.876,0,1501.036326
PART,44,Ing√©nieurs,PRIVE,TUNISIA,TUNISIA,7000,4595,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,6191.916,23228.024,165641.073,0,33263.964,0,0.03,33263.964,0,449.063514
PART,55,Cadres sup√©rieurs dans l'industrie,PRIVE,TUNISIA,TUNISIA,7000,4595,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,23160,50000.597,583.613,391363.646,53233.621,-7747.15,0.03,436850.117,0,5897.47658
PRO,67,Commer√ßants (autres),N_D,TUNISIA,TUNISIA,6000,3078,PRINCIPAL,HAUT DE GAMME,5 HG - PRO,10116,237153.088,0,50000,261832.666,-13741.317,0.03,298091.349,0,4024.233212
PART,55,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,7000,4584,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,891,1869.162,11124.511,0,16927.419,0,0.03,16927.419,0,228.5201565
PART,66,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4482,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,825,1041.901,0,0,26727.987,-174.601,0.03,26553.386,0,358.470711
PRO,54,Conducteurs dans le transport public,N_D,TUNISIA,TUNISIA,6000,4584,AUX,GRAND PUBLIC,3 GP - PRO,2500,1614.23,561.889,13576.005,5376.71,-1016.084,0.03,17936.631,0,242.1445185
PART,48,Directeurs d'entreprises,PRIVE,TUNISIA,TUNISIA,7000,4589,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,4515,9204.021,8429.821,0,141520.525,0,0.03,141520.525,0,1910.527088
TRE,62,Autres cadres sup√©rieurs,PUBLIC,TUNISIA,QATAR,7150,4323,PRINCIPAL,TRE,1 TRE - HG,35000,29732.9599,31305.23072,81931.489,192608.766,0,0.03,274540.255,0,3706.293443
PART,46,Ing√©nieurs,PUBLIC,TUNISIA,TUNISIA,7000,3202,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,1820,2480.35,3562.716,4576.951,4430.186,0,0.03,9007.137,0,121.5963495
PART,53,Cadres moyens dans les autres services,PUBLIC,TUNISIA,TUNISIA,7000,6162,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1800,614.835,1475.298,0,4730.891,0,0.03,4730.891,0,63.8670285
PART,50,Enseignants universitaires,PUBLIC,TUNISIA,TUNISIA,7000,4323,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,2075,3719.126,14003.437,0,44268.675,0,0.03,44268.675,0,597.6271125
PRO,53,Commer√ßants dans l'habillement et la chaussure,PRIVE,TUNISIA,TUNISIA,7000,5595,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,1180,1424.373,0,0,34496.791,-1292.427,0.03,33204.364,0,448.258914
PART,39,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,3202,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,2344,1941.595,5512.582,15656.627,30673.149,-2495.304,0.03,43834.472,0,591.765372
PRO,69,Commer√ßants (autres),N_D,TUNISIA,TUNISIA,7000,4035,PRINCIPAL,HAUT DE GAMME,5 HG - PRO,10000,15978.262,5288.355,25061.02,136875.415,0,0.03,161936.435,0,2186.141873
PART,44,Autres cadres sup√©rieurs,PUBLIC,TUNISIA,TUNISIA,7000,4595,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,3019,4757.097,28040.985,10966.659,8392.984,-11.159,0.03,19348.484,0,261.204534
PART,52,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,5604,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1229,883.894,0,5786.836,7003.551,-1146.564,0.03,11643.823,0,157.1916105
PART,47,Ouvriers dans autres secteurs,PRIVE,TUNISIA,TUNISIA,7000,4482,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,500.131,1815.165,112.11,0,10059.019,0,0.03,10059.019,0,135.7967565
PRO,57,Artisans (autres),PRIVE,TUNISIA,TUNISIA,7000,4482,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,3000,1260.989,14598.331,0,167921.706,-13195.495,0.03,154726.211,0,2088.803849
PART,62,Employ√©s de bureau,PRIVE,TUNISIA,TUNISIA,7000,4035,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,773,1632.219,622.3,0,30604.684,0,0.03,30604.684,0,413.163234
PART,70,Retrait√©s,PUBLIC,TUNISIA,TUNISIA,7000,4035,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2741,5108.101,24028.727,7345.253,10134.651,0,0.03,17479.904,0,235.978704
PART,46,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,4482,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1097,1080.507,3631.758,0,22989.976,0,0.03,22989.976,0,310.364676
PRO,46,M√©decins g√©n√©ralistes,N_D,TUNISIA,TUNISIA,7000,4323,PRINCIPAL,HAUT DE GAMME,3 PL,3000,8071.584,3336.668,0,46163.41,0,0.03,46163.41,0,623.206035
PART,60,Autres cadres sup√©rieurs,PRIVE,TUNISIA,TUNISIA,7000,4323,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,2923,3686.912,728.665,9745.623,16656.162,0,0.03,26401.785,0,356.4240975
PART,46,Ouvriers dans autres secteurs,PRIVE,TUNISIA,TUNISIA,7000,4595,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,,156941.421,15917.737,0,110522.78,0,0.03,110522.78,0,1492.05753
PART,43,Employ√©s de bureau,PRIVE,TUNISIA,TUNISIA,7000,4323,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,4000,100110.394,404571.0403,110000,228216.762,-2373.673,0.03,335843.089,0,4533.881702
PRO,38,Artisans (autres),N_D,TUNISIA,TUNISIA,7000,5760,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,1000,7485.484,48059.794,1860.038,6953.035,0,0.03,8813.073,0,118.9764855
PRO,44,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,6000,4323,PRINCIPAL,HAUT DE GAMME,5 HG - PRO,1400,87831.534,43885.923,21266.299,39168.894,0,0.03,60435.193,0,815.8751055
PART,37,Ouvriers dans autres secteurs,PRIVE,TUNISIA,TUNISIA,7000,6162,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1473,1553.647,15.523,5992.474,20826.773,-2226.849,0.03,24592.398,0,331.997373
PART,66,Retrait√©s,PUBLIC,TUNISIA,TUNISIA,7000,4035,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1832,2186.441,8626.833,5520.723,29360.87,-3639.957,0.03,31241.636,0,421.762086
PART,47,Cadres moyens des services administratifs et financiers,PRIVE,TUNISIA,TUNISIA,7000,4323,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,4300,5336.278,0,28505.191,140040.912,-114.103,0.03,168432,0,2273.832
PART,58,Cadres moyens dans les autres services,PUBLIC,TUNISIA,TUNISIA,7000,4035,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1769,1865.037,2731.464,0,43897.703,0,0.03,43897.703,0,592.6189905
PRO,45,Directeurs d'entreprises,PUBLIC,TUNISIA,TUNISIA,6000,4035,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,2000,33526.479,58028.356,13509.305,28019.11,0,0.03,41528.415,0,560.6336025
PART,45,Techniciens (autres),PRIVE,TUNISIA,TUNISIA,7000,3078,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,2880,12200.709,18.638,0,64053.873,-3425.878,0.03,60627.995,0,818.4779325
PRO,58,Dirigeants et g√©rants dans l'industrie,N_D,TUNISIA,TUNISIA,6000,4595,PRINCIPAL,HAUT DE GAMME,5 HG - PRO,35000,77558.046,55317.377,0,6575.941,0,0.03,6575.941,0,88.7752035
PRO,56,Artisans (autres),N_D,TUNISIA,TUNISIA,7000,5604,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,55000,4653.866,20718.224,24100.174,32249.704,0,0.03,56349.878,0,760.723353
TRE,50,Enseignants universitaires,PRIVE,TUNISIA,FRANCE,7150,3078,PRINCIPAL,TRE,1 TRE - HG,3200,2409.215556,693.800112,0,53965.306,0,0.03,53965.306,0,728.531631
PART,52,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,5604,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1370,1473.532,5924.459,4423.434,16571.036,0,0.03,20994.47,0,283.425345
PART,48,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,TUNISIA,7000,5803,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1951,1923.349,2467.061,15651.626,10143.266,0,0.03,25794.892,0,348.231042
PRO,54,Artisans du batiment et assimil√©s,PRIVE,TUNISIA,TUNISIA,7000,6162,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,4960,46769.228,1003.073,0,25059.091,-18092.47,0.03,6966.621,0,94.0493835
PRO,50,Artisans (autres),N_D,TUNISIA,TUNISIA,6000,6162,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,24000,10189.791,0,0,88268.498,-4789.548,0.03,83478.95,0,1126.965825
PART,50,Enseignants de l'enseignement primaire,PUBLIC,TUNISIA,TUNISIA,7000,6162,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,3856,11257.461,34991.131,26462.889,36883.891,0,0.03,63346.78,0,855.18153
PRO,63,Artisans du bois et assimil√©s,N_D,TUNISIA,TUNISIA,6000,6162,AUX,GRAND PUBLIC,3 GP - PRO,2500,5031.201,1185.543,0,2093.953,0,0.03,2093.953,0,28.2683655
PRO,58,Commer√ßants (autres),N_D,TUNISIA,TUNISIA,7000,6162,PRINCIPAL,GRAND PUBLIC,3 GP - PRO,650,7635.594,3782.149,0,36427.912,0,0.03,36427.912,0,491.776812
PART,68,Enseignants de l'enseignement primaire,N_D,TUNISIA,TUNISIA,7000,5803,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1447,1643.847,289.603,0,10518.817,-2681.021,0.03,7837.796,0,105.810246
PART,41,Employ√©s de bureau,PRIVE,TUNISIA,TUNISIA,7000,4482,AUX,GRAND PUBLIC,1 GP - ACTIFS,900,935.439,21.242,1145.551,15522.158,-690.492,0.03,15977.217,0,215.6924295
PART,48,Employ√©s de bureau,PRIVE,TUNISIA,TUNISIA,7000,4595,AUX,CLASSE MOYENNE,1 CM - SALARI…,479,1077.507,3130.42,0,5994.219,0,0.03,5994.219,0,80.9219565
PART,46,Employ√©s de bureau,PRIVE,TUNISIA,TUNISIA,7000,6162,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2436,2184.74,1198.151,15600.399,40774.626,0,0.03,56375.025,0,761.0628375
PART,48,Directeurs d'entreprises,PRIVE,TUNISIA,TUNISIA,7000,4595,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,3000,31872.278,21097.129,61093.49,134116.684,-10269.617,0.03,184940.557,0,2496.69752
PRO,56,Commer√ßants (autres),N_D,TUNISIA,TUNISIA,7000,5604,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,8000,14834.395,18348.844,0,15466.016,-521.143,0.03,14944.873,0,201.7557855
PART,51,Autres cadres sup√©rieurs,PUBLIC,TUNISIA,TUNISIA,7000,4595,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,4976,5283.236,1124.532,45148.682,32779.183,-7666.815,0.03,70261.05,0,948.524175
PRO,57,Electriciens,N_D,TUNISIA,TUNISIA,6000,6162,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,3000,5330.581,0,37161.968,117043.512,-20764.123,0.03,133441.357,0,1801.45832
TRE,49,Directeurs d'entreprises,PUBLIC,TUNISIA,UNITED STATES OF AMERICA,7150,3078,PRINCIPAL,TRE,1 TRE - HG,10000,95271.427,391769.258,0,503370.329,0,0.03,503370.329,0,6795.499442
PART,47,M√©decins de la fonction publique et assimil√©s,PUBLIC,TUNISIA,TUNISIA,7000,3078,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,3931,2820.069,20.164,7232.827,82015.174,-1678.865,0.03,87569.136,0,1182.183336
PART,47,Enseignants universitaires,PUBLIC,TUNISIA,TUNISIA,7000,3078,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,2390,5860.609,1312.218,0,64907.782,0,0.03,64907.782,0,876.255057
PRO,59,M√©decins g√©n√©ralistes,N_D,TUNISIA,TUNISIA,6000,3078,PRINCIPAL,HAUT DE GAMME,3 PL,10000,5553.617,71948.562,40370.031,34991.566,0,0.03,75361.597,0,1017.38156
PART,47,Ing√©nieurs,PRIVE,TUNISIA,TUNISIA,7000,3078,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,2100,787.947,17.857,0,48968.231,-3917.062,0.03,45051.169,0,608.1907815
PART,42,Autres cadres sup√©rieurs,PRIVE,TUNISIA,TUNISIA,7000,4595,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,4000,8172.908,1838.826,0,172076.306,-71.4,0.03,172004.906,0,2322.066231
PRO,43,Artisans du batiment et assimil√©s,N_D,TUNISIA,TUNISIA,7000,5604,AUX,GRAND PUBLIC,3 GP - PRO,5000,7376.182,36942.86,0,80589.892,0,0.03,80589.892,0,1087.963542
PRO,43,Experts-comptables,PRIVE,TUNISIA,TUNISIA,7000,4595,PRINCIPAL,HAUT DE GAMME,3 PL,3000,12721.742,3721.475,0,324074.324,-5759.931,0.03,318314.393,0,4297.244306
PART,58,Autres cadres sup√©rieurs,PRIVE,TUNISIA,TUNISIA,7000,4595,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,4800,4780.489,19213.921,39564.662,235868.763,-14917.311,0.03,260516.114,0,3516.967539
PART,56,"Secr√©taires, op√©rateurs de traitement de texte et assimil√©s",PRIVE,TUNISIA,TUNISIA,7000,6162,AUX,CLASSE MOYENNE,1 CM - SALARI…,649,1133.386,2009.628,0,11267.376,-598.025,0.03,10669.351,0,144.0362385
PART,40,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,6162,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1468,734.288,0,0,40673.687,-1769.761,0.03,38903.926,0,525.203001
PART,57,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,TUNISIA,7000,3078,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,1460,4349.063,9042.558,0,61013.442,0,0.03,61013.442,0,823.681467
PART,37,Cadres sup√©rieurs dans l'industrie,PRIVE,TUNISIA,TUNISIA,7000,5803,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2160,894.23,0,0,35098.288,-2503.514,0.03,32594.774,0,440.029449
PART,47,Ing√©nieurs,PRIVE,TUNISIA,TUNISIA,7000,4595,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,6630,31392.317,115640.5104,41791.762,61871.633,0,0.03,103663.395,0,1399.455833
PART,51,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,6162,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1870,1934.946,0,2831.208,33898.854,-2317.253,0.03,34412.809,0,464.5729215
PRO,66,Artisans du batiment et assimil√©s,N_D,TUNISIA,TUNISIA,7000,5604,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,8000,6648.849,111820.916,49386.526,17778.461,0,0.03,67164.987,0,906.7273245
PRO,63,Agriculteurs,N_D,TUNISIA,TUNISIA,6000,5604,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,2000,4675.095,1681.202,12180.667,22758.216,-4276.254,0.03,30662.629,0,413.9454915
PART,44,Autres cadres sup√©rieurs,PUBLIC,TUNISIA,TUNISIA,7000,5604,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,420,3367.018,0,0,15232.335,-46.457,0.03,15185.878,0,205.009353
PRO,52,Directeurs d'entreprises,N_D,TUNISIA,TUNISIA,6000,6162,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,5000,48230.212,7722.497,49356.233,133577.725,-8620.767,0.03,174313.191,0,2353.228079
PRO,54,Commer√ßants dans l'alimentation g√©n√©rale,N_D,TUNISIA,TUNISIA,7000,5604,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,60000,50974.34,33987.569,35326.825,12513.248,0,0.03,47840.073,0,645.8409855
PART,45,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,6162,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2025,5216.427,7667.54,9038.339,11529.837,-2810.538,0.03,17757.638,0,239.728113
PART,45,Cadres moyens dans les autres services,PUBLIC,TUNISIA,TUNISIA,7000,6162,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1329,5280.244,16331.313,0,25847.183,0,0.03,25847.183,0,348.9369705
PART,55,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,TUNISIA,7000,5803,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2814,3238.015,910.782,4248.177,6822.659,0,0.03,11070.836,0,149.456286
PART,47,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,7000,4595,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,8400,9528.087,3710.714,0,99234.329,0,0.03,99234.329,0,1339.663442
PART,43,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,7000,5604,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1186,3492.486,9924.779,0,15822.052,0,0.03,15822.052,0,213.597702
PRO,51,Artisans (autres),N_D,TUNISIA,TUNISIA,7000,5604,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,10000,14385.84,23198.083,0,32240.47,0,0.03,32240.47,0,435.246345
PART,47,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,7000,4595,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,1600,39697.855,129.57,88060.409,38160.396,-18742.406,0.03,107478.399,0,1450.958387
TRE,51,Autres cadres sup√©rieurs,PRIVE,TUNISIA,FRANCE,7150,3078,PRINCIPAL,TRE,1 TRE - HG,13000,2347.252,14.927,0,14333.853,-483.476,0.03,13850.377,0,186.9800895
PART,52,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,7000,3353,PRINCIPAL,HAUT DE GAMME,2 PATRIMONIAUX,300000,13128.841,44138.765,0,65126.873,0,0.03,65126.873,0,879.2127855
PRO,39,Professions para-m√©dicales,PRIVE,TUNISIA,TUNISIA,6000,4595,PRINCIPAL,HAUT DE GAMME,3 PL,3000,5103.775,20057.683,21001.806,49433.548,-2752.845,0.03,67682.509,0,913.7138715
PART,55,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,TUNISIA,7000,3078,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,2000,8186.368,11019.294,0,119223.299,0,0.03,119223.299,0,1609.514537
PRO,40,Artisans du batiment et assimil√©s,N_D,TUNISIA,TUNISIA,7000,5604,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,2000,16881.346,1591.765,21958.88,33021.012,0,0.03,54979.892,0,742.228542
PART,48,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,6162,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,1830,2855.628,0,1837.882,65521.593,-4489.648,0.03,62869.827,0,848.7426645
TRE,46,"Dirigeants et g√©rants dans le tourisme, la restauration et l'hotellerie",PRIVE,TUNISIA,QATAR,7150,4595,PRINCIPAL,TRE,1 TRE - HG,10000,440.934,11914.19894,0,6040.811,0,0.03,6040.811,0,81.5509485
PART,47,Employ√©s de bureau,PRIVE,TUNISIA,TUNISIA,7000,3078,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,3900,23874.87,47141.164,0,69568.99,0,0.03,69568.99,0,939.181365
PRO,47,Ing√©nieurs,N_D,TUNISIA,TUNISIA,6000,3078,PRINCIPAL,HAUT DE GAMME,3 PL,5000,3843.391,8490.416,0,64042.26,0,0.03,64042.26,0,864.57051
PRO,20,Commer√É¬ßants dans l'habillement et la chaussure,PRIVE,TUNISIA,TUNISIA,7000,5595,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,3035,1424.373,0,0,34496.791,22563.62,0.4045,33204.364,1,0
PART,49,Ing√É¬©nieurs,PRIVE,TUNISIA,TUNISIA,7000,2819,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,4964.3,3047.569,295283.9774,0,28429.836,25895.33,0.2612,28429.836,1,0
PART,41,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,6162,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI√â,5511.98,734.288,0,0,40673.687,48030.12,0.4422,38903.926,1,0
PART,30,Dirigeants et g√É¬©rants dans l'industrie,PRIVE,TUNISIA,TUNISIA,7000,3353,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,4631.65,3506.868,1143.445,36702.557,43003.561,42569.14,0.4647,71457.834,1,0
PRO,57,Agriculteurs,N_D,TUNISIA,TUNISIA,6000,5604,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,5111.18,4675.095,1681.202,12180.667,22758.216,34942.77,0.344,30662.629,1,0
PART,56,Employ√©s de bureau,PUBLIC,TUNISIA,TUNISIA,7000,5803,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,916,1708.705,627.335,0,40242.319,0,0.03,40242.319,0,543.2713065
PART,49,Enseignants universitaires,PUBLIC,TUNISIA,TUNISIA,7000,3078,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,2785,3452.004,7707.747,0,93769.236,-3473.227,0.03,90296.009,0,1218.996122
PART,61,Retrait√©s,PUBLIC,TUNISIA,TUNISIA,7000,5803,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,2125,7219.979,7164.508,20000,41040.893,0,0.03,61040.893,0,824.0520555
PRO,60,Commer√ßants (autres),N_D,TUNISIA,TUNISIA,6000,6162,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,3000,3252.773,0,33929.682,19552.133,-4990.026,0.03,48491.789,0,654.6391515
PART,44,Enseignants universitaires,PUBLIC,TUNISIA,TUNISIA,7000,4595,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,1886,4564.936,18103.62,0,21343.418,0,0.03,21343.418,0,288.136143
PART,52,Magistrats,PUBLIC,TUNISIA,TUNISIA,7000,4595,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,4960,6062.209,2021.815,39062.312,72365.405,0,0.03,111427.717,0,1504.27418
PART,53,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,7000,5803,AUX,GRAND PUBLIC,1 GP - ACTIFS,1250,560.357,0,0,25278.965,-2754.113,0.03,22524.852,0,304.085502
PART,54,Autres cadres sup√©rieurs,PUBLIC,TUNISIA,TUNISIA,7000,4595,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,2008,4133.512,0,0,91699.072,-3927.462,0.03,87771.61,0,1184.916735
PART,41,Cadres moyens dans l'administration publique,PUBLIC,TUNISIA,TUNISIA,7000,5803,PRINCIPAL,CLASSE MOYENNE,1 CM - SALARI…,2690,3028.991,0,0,31861.979,-1394.553,0.03,30467.426,0,411.310251
PART,55,Enseignants universitaires,PUBLIC,TUNISIA,TUNISIA,7000,3078,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,3094,3004.058,145.04,18956.186,5863.22,0,0.03,24819.406,0,335.061981
PART,42,Cadres moyens dans les autres services,PRIVE,TUNISIA,TUNISIA,7000,4595,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,6806,8655.918,83158.495,18101.301,142040.711,0,0.03,160142.012,0,2161.917162
PRO,64,Artisans (autres),PRIVE,TUNISIA,TUNISIA,6000,5604,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,20000,35157.493,20547.059,23192.874,45354.108,-4313.119,0.03,64233.863,0,867.1571505
PRO,53,Commer√ßants dans l'alimentation g√©n√©rale,N_D,TUNISIA,TUNISIA,7000,5604,PRINCIPAL,CLASSE MOYENNE,3 CM - PRO,3000,3234.89,5724.616,17460.677,13715.899,-12518.686,0.03,18657.89,0,251.881515
PART,43,Enseignants de l'enseignement secondaire,PUBLIC,TUNISIA,TUNISIA,7000,3078,PRINCIPAL,HAUT DE GAMME,4 AFFLUENT,1425.061,4483.491,0,1977.481,21728.19,-1383.803,0.03,22321.868,0,301.345218
